,Site,Site ID,Site Type,Collect Date,Collection Time,Sample ID,Parameter,Result,Units,Qual.*,Program,Lab,Lat,Long,Saturation
435,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2015-07-08,12:24,177271,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
436,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2015-07-08,10:34,177269,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.7267,-83.15,False
437,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2015-07-07,9:28,177175,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
438,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2015-07-07,9:02,177179,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.6957,-83.2649,False
439,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2015-06-29,11:41,177029,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.52774,-82.60062,False
440,Lake Erie Ambient Station - Huron,300897,Lake Site,2015-06-29,10:39,177027,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.44485,-82.45436,False
441,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2015-06-25,12:06,176872,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.685,-82.9333,False
442,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2015-06-25,10:48,176873,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
443,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2015-06-25,10:03,176871,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.7267,-83.15,False
444,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2015-06-24,10:28,176776,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
445,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2015-06-24,9:58,176780,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.6957,-83.2649,False
446,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-10-27,10:00,171009,Microcystins,0.0,ug/L,"U-,UJ",ODNR,DES,41.685758,-83.376958,False
447,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-10-21,8:00,173,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
448,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-10-20,12:00,170840,Microcystins,0.31,ug/L,J,ODNR,DES,41.685758,-83.376958,False
449,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-10-14,9:00,170601,Microcystins,16.0,ug/L,J,ODNR,DES,41.685758,-83.376958,False
450,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-10-14,8:00,163,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
451,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-10-07,8:00,151,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
452,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-10-06,8:45,170435,Microcystins,5.8,ug/L,J,ODNR,DES,41.685758,-83.376958,False
453,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-09-30,8:00,139,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
454,Lake Erie Ambient Station - Huron,300897,Lake Site,2014-09-29,11:07,170251,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.44485,-82.45436,False
455,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-09-29,10:10,170218,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.52774,-82.60062,False
456,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-09-29,8:00,170254,Microcystins,27.0,ug/L,J,ODNR,DES,41.685758,-83.376958,False
457,Lake Erie North of Port Clinton,302502,Lake Site,2014-09-25,12:38,170161,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.55781,-82.93635,False
458,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-09-25,11:52,170159,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.685,-82.9333,False
459,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-09-25,10:51,170160,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.86035,-83.07294,False
460,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-09-25,9:51,170157,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.7267,-83.15,False
461,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-09-25,9:51,170158,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.7267,-83.15,False
462,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-09-23,10:01,170072,Microcystins,0.61,ug/L,J,NWDO-DSW,DES,41.76832,-83.3008,False
463,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-09-23,8:00,127,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
464,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-09-22,8:00,170045,Microcystins,2.7,ug/L,J,ODNR,DES,41.685758,-83.376958,False
465,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-09-17,10:44,169737,Microcystins,0.0,ug/L,"U-,UJ",NWDO-DSW,DES,41.52774,-82.60062,False
466,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-09-16,8:00,122,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
467,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-09-15,8:30,169627,Microcystins,1.9,ug/L,J,ODNR,DES,41.685758,-83.376958,False
468,Lake Erie North of Port Clinton,302502,Lake Site,2014-09-09,13:02,169456,Microcystins,0.42,ug/L,,NWDO-DSW,DES,41.55781,-82.93635,False
469,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-09-09,12:12,169454,Microcystins,0.97,ug/L,,NWDO-DSW,DES,41.685,-82.9333,False
470,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-09-09,10:47,169455,Microcystins,1.3,ug/L,,NWDO-DSW,DES,41.86035,-83.07294,False
471,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-09-09,9:43,169452,Microcystins,0.65,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
472,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-09-09,9:43,169453,Microcystins,0.47,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
473,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-09-08,9:53,169416,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.76832,-83.3008,False
474,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-09-08,8:00,110,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
475,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-09-08,8:00,169431,Microcystins,4.1,ug/L,,ODNR,DES,41.685758,-83.376958,False
476,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-09-02,8:30,169143,Microcystins,9.8,ug/L,,ODNR,DES,41.685758,-83.376958,False
477,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-09-02,8:00,102,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
478,Lake Erie Ambient Station - Huron,300897,Lake Site,2014-08-27,12:13,168904,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.44485,-82.45436,False
479,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-08-27,11:02,168906,Microcystins,0.3,ug/L,,NWDO-DSW,DES,41.52774,-82.60062,False
480,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-08-27,8:00,82,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
481,Lake Erie North of Port Clinton,302502,Lake Site,2014-08-26,13:08,168805,Microcystins,0.32,ug/L,,NWDO-DSW,DES,41.55781,-82.93635,False
482,Lake Erie North of Port Clinton,302502,Lake Site,2014-08-26,13:05,168806,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
483,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-08-26,12:06,168803,Microcystins,1.5,ug/L,,NWDO-DSW,DES,41.685,-82.9333,False
484,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-08-26,10:47,168804,Microcystins,0.44,ug/L,,NWDO-DSW,DES,41.86035,-83.07294,False
485,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-08-26,9:38,168802,Microcystins,1.7,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
486,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-08-25,10:09,168723,Microcystins,3.2,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
487,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-08-25,8:30,168765,Microcystins,6.3,ug/L,,ODNR,DES,41.685758,-83.376958,False
488,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-08-25,8:00,75,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
489,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-08-18,8:00,168367,Microcystins,51.0,ug/L,,ODNR,DES,41.685758,-83.376958,False
490,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-08-18,8:00,63,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
491,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-08-12,8:00,52,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
492,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-08-11,8:00,168107,Microcystins,23.0,ug/L,PS,ODNR,DES,41.685758,-83.376958,False
493,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-08-06,14:13,167633,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.52774,-82.60062,False
494,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-08-06,12:06,167634,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
495,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-08-06,10:53,167632,Microcystins,2.0,ug/L,,NWDO-DSW,DES,41.685,-82.9333,False
496,Lake Erie North of Port Clinton,302502,Lake Site,2014-08-06,9:40,167635,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.55781,-82.93635,False
497,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-08-05,9:40,167588,Microcystins,2.8,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
498,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-08-05,9:40,167587,Microcystins,1.3,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
499,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-08-05,8:00,40,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
500,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-08-04,10:14,167512,Microcystins,2.3,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
501,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-08-04,8:30,167526,Microcystins,110.0,ug/L,,ODNR,DES,41.685758,-83.376958,False
502,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-07-28,8:30,167181,Microcystins,19.0,ug/L,,ODNR,DES,41.685758,-83.376958,False
503,Lake Erie North of Port Clinton,302502,Lake Site,2014-07-22,12:50,166769,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
504,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-07-22,11:57,166767,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.685,-82.9333,False
505,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-07-22,10:44,166768,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
506,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-07-22,9:50,166766,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.7267,-83.15,False
507,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-07-22,8:00,28,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
508,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2014-07-21,11:30,166728,Microcystins,7.1,ug/L,,ODNR,DES,41.685758,-83.376958,False
509,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-07-21,9:45,166712,Microcystins,0.4,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
510,Lake Erie Ambient Station - Huron,300897,Lake Site,2014-07-10,11:42,166261,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.44485,-82.45436,False
511,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-07-10,10:40,166263,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.52774,-82.60062,False
512,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-07-10,10:40,166264,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.52774,-82.60062,False
513,Lake Erie North of Port Clinton,302502,Lake Site,2014-07-09,13:20,166138,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
514,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-07-09,12:23,166136,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.685,-82.9333,False
515,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-07-09,11:18,166137,Microcystins,0.0,ug/L,U+,NWDO-DSW,DES,41.86035,-83.07294,False
516,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-07-09,10:13,166135,Microcystins,0.41,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
517,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2014-07-08,8:00,18,Microcystins,0.0,ug/L,,,Stone Labs,41.689305,-82.817555,False
518,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-07-02,9:50,165786,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
519,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2014-06-25,12:21,165538,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.48657,-82.23877,False
520,Lake Erie Ambient Station - Huron,300897,Lake Site,2014-06-25,11:39,165536,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.44485,-82.45436,False
521,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-06-25,10:37,165539,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.52774,-82.60062,False
522,Lake Erie North of Port Clinton,302502,Lake Site,2014-06-24,13:11,165477,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
523,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-06-24,12:13,165475,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.685,-82.9333,False
524,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-06-24,10:42,165476,Microcystins,2.0,ug/L,,NWDO-DSW,DES,41.86035,-83.07294,False
525,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-06-24,9:33,165473,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.7267,-83.15,False
526,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-06-24,9:33,165474,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.7267,-83.15,False
527,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-06-23,9:39,165424,Microcystins,0.57,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
528,"Lake Erie Ambient Station, Off Cedar Point",301259,Lake Site,2014-06-12,11:13,165009,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.52774,-82.60062,False
529,Lake Erie Ambient Station - Huron,300897,Lake Site,2014-06-12,10:15,165007,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.44485,-82.45436,False
530,Lake Erie North of Port Clinton,302502,Lake Site,2014-06-11,12:06,164902,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
531,Lake Erie North of Port Clinton,302502,Lake Site,2014-06-11,12:06,164894,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
532,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-06-11,10:30,164901,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.685,-82.9333,False
533,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2014-06-10,11:39,164776,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.86035,-83.07294,False
534,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2014-06-10,10:19,164775,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.7267,-83.15,False
535,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2014-06-09,9:37,164721,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.76832,-83.3008,False
536,Lake Erie North of Port Clinton,302502,Lake Site,2014-06-02,10:46,164558,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
537,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2014-06-02,9:41,164557,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.685,-82.9333,False
538,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2013-10-15,10:17,159638,Microcystins,0.76,ug/L,,ODNR,DES,41.685758,-83.376958,False
539,Lake Erie Ambient Site - Off Sandusky Bay,301075,Lake Site,2013-10-10,11:22,159464,Microcystins,0.0,ug/L,,NWDO-DSW,DES,41.52774,-82.60062,False
540,Lake Erie Ambient Station - Huron,300897,Lake Site,2013-10-10,10:26,159462,Microcystins,0.0,ug/L,,NWDO-DSW,DES,41.44485,-82.45436,False
541,Lake Erie Ambient Site - Port Clinton,301076,Lake Site,2013-10-09,12:02,159415,Microcystins,0.0,ug/L,,NWDO-DSW,DES,41.685,-82.9333,False
542,Lake Erie Off Detroit Near Canadian Border,302153,Lake Site,2013-10-09,10:43,159416,Microcystins,0.0,ug/L,,NWDO-DSW,DES,41.86035,-83.07294,False
543,Lake Erie Ambient Station - West Sister Island,300898,Lake Site,2013-10-09,9:55,159414,Microcystins,0.0,ug/L,,NWDO-DSW,DES,41.7267,-83.15,False
544,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2013-10-08,9:45,159363,Microcystins,2.4,ug/L,,ODNR,DES,41.685758,-83.376958,False
545,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2013-10-08,9:37,159347,Microcystins,0.0,ug/L,,NWDO-DSW,DES,41.76832,-83.3008,False
546,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2013-09-30,8:00,159066,Microcystins,21.0,ug/L,,ODNR,DES,41.685758,-83.376958,False
